Generation,Mean_Fitness,Std_Mean_Fitness,Max_Fitness,Std_Max_Fitness
1,-3.1025514709710347,1.2807444910034915,38.07462713503371,8.052831088967737
2,1.9897869583579681,2.6494510136031173,47.46990716822163,13.91209178831705
3,7.586271816829007,4.011156867000643,49.706815772586005,12.058278468387826
4,11.84174218926142,3.6531725080867146,59.43372250548843,11.729079898479641
5,14.61491636249924,3.082683848883076,65.86392314876721,13.662146174117222
6,17.15504243765212,3.4196784516472696,71.67465753352697,10.283113385416906
7,21.313631973688814,3.2140553568869588,74.92992521283011,7.350535883460679
8,26.00202926312166,3.2464867176599537,76.06685930760969,7.9650187500173715
9,27.507822916371985,3.326329938116642,77.65071946676866,8.260751583982291
10,29.640167659180072,3.5278577875062775,82.36312214461921,4.928439433715794
11,30.784563998607105,3.210544404670337,83.09081817411291,3.480725123458006
12,32.70092389327699,3.2361580379026025,84.73548431241304,2.3552462220970938
13,33.4296699578785,3.5331517364122775,85.72471267479358,0.7976360551172814
14,34.57746185327457,3.5310649895621795,85.91081197885266,1.0169735500876829
15,35.57196214872433,4.413547275900183,85.91574190590724,1.01562051464821
16,35.07856975260702,3.909450845524155,85.97114798836883,1.097380469635428
17,35.35668899128664,3.932837165310061,86.04553008047009,1.18853348561635
18,34.60309485868962,2.7172574380900656,86.1715984767412,1.1326032708608391
19,33.99955229337838,3.4523983673540695,86.59257669667197,0.942602738022795
20,35.056115347417666,4.5061683703547635,86.60287474246832,0.9381783552357716
21,34.82054239813063,3.534767538074978,86.60287474246832,0.9381783552357716
22,34.67997556257045,3.889770846434153,86.60287474246832,0.9381783552357716
23,33.99767190065366,4.999834076526472,86.616213519075,0.9248328236662009
24,37.079513241638764,5.020179571754036,86.616213519075,0.9248328236662009
25,37.12935036071224,4.06667086223503,86.73037402754969,0.8772198699165086
26,37.312792366189846,3.884624124227693,86.78152901878866,0.8612311488400725
27,37.82324776752798,4.7190050938385895,86.92872754896746,0.8583783857158952
28,38.76147672661027,4.392962539187961,86.96184937493965,0.8272562397523842
29,38.721439262833236,4.252023546851689,87.10447977104332,0.7040844374318604
30,39.04658677733348,4.646839095520193,87.31447148387204,0.5932858180452312
