gen 	 mean_fitness 	 std_mean_fitness 	 max_fitness 	 std_max_fitness
0 	 -3.061858 	 0.714695 		 53.171951 		 15.244827
1 	 5.372287 	 1.559683 		 58.073818 		 16.843337
2 	 18.11077 	 2.922648 		 67.895145 		 13.820293
3 	 26.373375 	 2.911749 		 69.474301 		 14.799177
4 	 29.423093 	 3.360957 		 72.5926 		 11.752959
5 	 29.57325 	 3.895731 		 75.52546 		 8.92439
6 	 31.184726 	 5.331299 		 81.34768 		 6.082658
7 	 31.595278 	 5.996122 		 81.34768 		 6.082658
8 	 34.45366 	 5.298076 		 81.386452 		 6.067397
9 	 36.367559 	 6.222569 		 82.117221 		 5.14612
10 	 37.246072 	 4.898241 		 83.48336 		 3.758076
11 	 38.583539 	 5.130618 		 83.548252 		 3.659014
12 	 40.219145 	 3.988935 		 83.605789 		 3.693518
13 	 40.325958 	 4.42477 		 83.900935 		 3.939173
14 	 40.950302 	 3.963238 		 84.660297 		 3.466493
15 	 40.50066 	 4.559245 		 84.728955 		 3.487688
16 	 42.061226 	 4.341397 		 84.787798 		 3.379789
17 	 40.992634 	 3.597711 		 84.823846 		 3.333428
18 	 41.518734 	 3.703722 		 85.529159 		 2.518136
19 	 41.635038 	 4.617063 		 85.529159 		 2.518136
20 	 41.718643 	 3.566859 		 85.605387 		 2.527125
21 	 41.84023 	 3.793167 		 86.304995 		 0.94685
22 	 43.239203 	 4.303011 		 86.346736 		 0.949083
23 	 42.933443 	 2.860773 		 86.377761 		 0.958726
24 	 42.577718 	 3.946479 		 86.450493 		 0.911983
25 	 42.822934 	 4.156166 		 86.450493 		 0.911983
26 	 42.687921 	 4.183374 		 86.578494 		 0.893002
27 	 43.304302 	 3.130377 		 86.590885 		 0.881222
28 	 42.929306 	 3.688424 		 86.683257 		 0.850683
29 	 44.297893 	 3.125997 		 86.683257 		 0.850683
30 	 44.795886 	 2.951607 		 86.696062 		 0.869434
31 	 43.092372 	 2.796028 		 86.696062 		 0.869434
32 	 44.713393 	 3.146067 		 86.696062 		 0.869434
33 	 44.3476 	 2.792168 		 86.731017 		 0.891734
34 	 45.065949 	 4.435683 		 86.731017 		 0.891734
35 	 43.729806 	 3.146904 		 86.731017 		 0.891734
36 	 44.090858 	 4.075053 		 86.731017 		 0.891734
37 	 44.932872 	 3.938688 		 86.812952 		 0.865593
38 	 44.904596 	 3.369541 		 86.849301 		 0.847001
39 	 43.421284 	 3.283457 		 86.852647 		 0.843199
40 	 43.959624 	 3.68597 		 86.852647 		 0.843199
41 	 44.552102 	 3.031964 		 86.852647 		 0.843199
42 	 44.336099 	 3.599124 		 86.852647 		 0.843199
43 	 44.441076 	 2.973063 		 86.873566 		 0.840034
44 	 44.031252 	 3.042718 		 86.873566 		 0.840034
45 	 45.210598 	 3.767672 		 86.896386 		 0.81624
46 	 45.773946 	 3.264029 		 86.907416 		 0.806573
47 	 45.141178 	 2.808643 		 86.958004 		 0.887856
48 	 43.302222 	 3.216901 		 86.976709 		 0.899914
49 	 45.67404 	 2.038881 		 87.047954 		 0.861072
